cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,418.99932030586234,82.80798640611725,0.0,3812.3403568394224,2441.9022939677147,293.1661852166525,0.0,0.0,0.0,0.0,1324.143585386576,1152.441121495327,2914.68479184367,0.0,6392.616312659304,72.1374681393373,72.14273576890399,923.6594732370434,211.20951571792693,0.0,9413.405947323705,923.7707731520816,0.0,9406.864231096008,26985.944435004247,26976.95106202209
1,384.1726572528883,540.9889051898037,0.0,5047.13643865762,4559.40610673024,280.0547405098111,0.0,0.0,0.0,0.0,557.1883366953971,723.4396662387677,1196.6484503942784,0.0,6306.077388593435,57.94260040344764,86.89409499358152,529.9564459930314,289.67008985879335,0.0,4415.558499908308,522.5743627361086,0.0,4425.66431322208,24968.909407665506,24920.599853291766
2,408.2918101637967,717.3310373792524,0.0,7578.010079798404,5912.6669466610665,330.5826963460731,0.0,0.0,0.0,0.0,46.119781604367915,855.2260394792104,3014.8898782024357,0.0,6297.860814783704,64.45669886602268,86.98387232255355,2217.3247375052497,278.07820243595125,0.0,4222.095086098278,2232.9968920621586,0.0,4235.462914741705,32984.881982360355,32950.62158756825
3,303.02724838557253,122.00456764844857,0.0,4623.360686722319,2310.246495511104,273.93306032446054,0.0,0.0,0.0,0.0,353.89163647818555,1451.1890061426996,3969.5359899196724,0.0,6008.588281619152,45.188691132461805,93.47519294377068,1984.0137029453458,272.49834619625136,0.0,5935.665931642779,2000.9959048669082,0.0,5933.506851472673,28726.298629705467,28695.00708773035
